Instance,feature_V,feature_avgReqPerVehicle,feature_avgReqTripLen,feature_stdReqTripLen,feature_percLoReqTripLen,feature_percHiReqTripLen,feature_avgPassTripLen,feature_stdPassTripLen,feature_avgParcTripLen,feature_stdParcTripLen,feature_avgPassToParcTrip,feature_stdPassToParcTrip,feature_avgPassToPassTrip,feature_stdPassToPassTrip,feature_avgDepotToPassDist,feature_stdDepotToPassDist,feature_avgDepotToParcDist,feature_stdDepotToParcDist,feature_avgDepotToReqDist,feature_stdDepotToReqDist,feature_avgTWLength,feature_TWEntropy,algo_standardMIP,algo_FIP,algo_BCP
sfsarp-40-20-1,60,5.71429,3.51397,7.20575,0.83333,0.16667,3.61945,6.07639,3.303,9.04747,7.77935,8.08619,5.93868,7.73247,7.62625,4.74392,7.57325,7.41781,7.60858,5.77452,51.19167,0.90604,0,177.272,0
sfsarp-40-20-1V1,60,5.71429,3.51397,7.20575,0.83333,0.16667,3.61945,6.07639,3.303,9.04747,7.77935,8.08619,5.93868,7.73247,7.62625,4.74392,7.57325,7.41781,7.60858,5.77452,20.0,0.90604,0,174.356,181.5435
sfsarp-40-20-2,60,5.71429,4.1582,7.92022,0.85,0.15,4.52302,7.25535,3.42855,9.06151,7.51448,10.25204,6.95859,10.89498,8.3768,6.3359,7.8551,7.34637,8.2029,6.69423,63.69167,0.87363,222.44,213.635,0
sfsarp-40-20-2V1,60,5.71429,4.1582,7.92022,0.85,0.15,4.52302,7.25535,3.42855,9.06151,7.51448,10.25204,6.95859,10.89498,8.3768,6.3359,7.8551,7.34637,8.2029,6.69423,20.0,0.87363,196.662,195.147,197.7719
sfsarp-40-20-3,60,5.71429,2.14895,4.16081,0.71667,0.28333,2.52755,4.94194,1.39175,1.49377,5.80302,9.16249,4.26283,4.98631,6.52655,5.25171,6.431,2.68167,6.4947,4.55918,62.31667,0.84563,169.032,176.861,0
sfsarp-40-20-3V1,60,5.71429,2.14895,4.16081,0.71667,0.28333,2.52755,4.94194,1.39175,1.49377,5.80302,9.16249,4.26283,4.98631,6.52655,5.25171,6.431,2.68167,6.4947,4.55918,20.0,0.84563,171.835,175.363,176.0543
sfsarp-40-20-4,60,6.66667,2.93253,5.19817,0.8,0.2,3.71855,6.06769,1.3605,1.92931,7.31509,7.72926,6.3659,6.26293,7.19358,4.41958,6.2017,2.85382,6.86295,3.99439,67.05,0.89624,155.496,190.126,0
sfsarp-40-20-4V1,60,6.66667,2.93253,5.19817,0.8,0.2,3.71855,6.06769,1.3605,1.92931,7.31509,7.72926,6.3659,6.26293,7.19358,4.41958,6.2017,2.85382,6.86295,3.99439,20.0,0.89624,173.953,181.298,185.5776
sfsarp-40-20-5,60,5.71429,3.64082,6.48978,0.83333,0.16667,3.99865,6.93725,2.92515,5.41597,6.53673,7.26887,4.56431,4.51872,7.99115,5.40776,6.68235,3.68505,7.55488,4.93995,60.29167,0.88916,204.238,211.798,0
sfsarp-40-20-5V1,60,5.71429,3.64082,6.48978,0.83333,0.16667,3.99865,6.93725,2.92515,5.41597,6.53673,7.26887,4.56431,4.51872,7.99115,5.40776,6.68235,3.68505,7.55488,4.93995,20.0,0.88916,208.866,205.095,211.56391
sfsarp-50-25-1,75,6.25,3.52728,6.01485,0.78667,0.21333,3.66026,6.10484,3.26132,5.8216,6.7211,6.98699,5.6057,6.01371,7.33344,4.49982,6.36332,3.96129,7.01007,4.35185,55.20667,0.91661,241.345,267.92,0
sfsarp-50-25-1V1,75,6.25,3.52728,6.01485,0.78667,0.21333,3.66026,6.10484,3.26132,5.8216,6.7211,6.98699,5.6057,6.01371,7.33344,4.49982,6.36332,3.96129,7.01007,4.35185,20.0,0.91661,180.939,254.705,0
sfsarp-50-25-2,75,6.25,2.05757,3.31493,0.72,0.28,2.07882,3.84911,2.01508,1.82543,4.99378,6.17752,5.3331,5.55693,6.70906,3.05588,6.23208,3.49186,6.55007,3.21567,59.37333,0.88113,187.732,242.242,0
sfsarp-50-25-2V1,75,6.25,2.05757,3.31493,0.72,0.28,2.07882,3.84911,2.01508,1.82543,4.99378,6.17752,5.3331,5.55693,6.70906,3.05588,6.23208,3.49186,6.55007,3.21567,20.0,0.88113,229.166,239.34,0
sfsarp-50-25-3,75,5.55556,4.88179,8.39768,0.8,0.2,4.60162,7.30746,5.44212,10.21245,6.43523,7.28235,7.20018,8.47014,7.09032,4.20969,8.90084,7.49515,7.69383,5.59183,54.42,0.90559,182.751,301.054,0
sfsarp-50-25-3V1,75,5.55556,4.88179,8.39768,0.8,0.2,4.60162,7.30746,5.44212,10.21245,6.43523,7.28235,7.20018,8.47014,7.09032,4.20969,8.90084,7.49515,7.69383,5.59183,20.0,0.90559,278.719,295.157,0
sfsarp-50-25-4,75,5.55556,2.10701,4.04478,0.76,0.24,1.88846,3.55368,2.54412,4.85148,3.84655,3.8033,5.244,4.82164,6.15534,2.4842,7.086,3.90755,6.46556,3.06534,59.60667,0.8801,131.804,223.915,0
sfsarp-50-25-4V1,75,5.55556,2.10701,4.04478,0.76,0.24,1.88846,3.55368,2.54412,4.85148,3.84655,3.8033,5.244,4.82164,6.15534,2.4842,7.086,3.90755,6.46556,3.06534,20.0,0.8801,219.969,224.129,0
sfsarp-50-25-5,75,5.55556,5.58419,7.98656,0.77333,0.22667,6.36262,7.60393,4.02732,8.49002,9.88696,8.31908,7.6736,8.349,8.03224,4.06298,8.47484,6.67177,8.17977,5.08785,55.42,0.87463,169.9,345.571,0
sfsarp-50-25-5V1,75,5.55556,5.58419,7.98656,0.77333,0.22667,6.36262,7.60393,4.02732,8.49002,9.88696,8.31908,7.6736,8.349,8.03224,4.06298,8.47484,6.67177,8.17977,5.08785,20.0,0.87463,326.486,316.546,0
sfsarp-6-3-1,9,2.0,2.42433,3.36027,0.66667,0.33333,2.909,3.96977,1.455,0.97296,7.0186,6.89916,5.75488,2.69565,6.9715,4.06748,6.806,1.87746,6.91633,3.49437,61.5,0.62951,22.2917,21.8786,22.29171
sfsarp-6-3-2,9,2.0,1.73533,2.56021,0.77778,0.22222,1.90683,3.09679,1.39233,0.5544,4.4902,3.37455,4.4414,3.72722,5.648,1.8693,5.78833,0.95554,5.69478,1.62427,58.22222,0.62951,26.1791,26.1791,26.17913
sfsarp-6-3-3,9,2.0,8.47456,12.5238,0.66667,0.33333,4.8125,4.00194,15.79867,18.92199,11.49379,7.31244,9.57817,14.98262,8.80483,4.21135,18.66267,13.3753,12.09078,9.64632,58.05556,0.57883,20.4807,20.4807,20.4806
sfsarp-6-3-4,9,2.0,2.742,5.97423,0.88889,0.11111,3.85483,7.04975,0.51633,0.49595,1.53671,0.66361,7.64022,5.90253,6.02333,4.39361,7.28567,1.83487,6.44411,3.78755,52.16667,0.62951,25.9656,25.9656,25.96557
sfsarp-6-3-5,9,2.0,5.25211,7.90844,0.77778,0.22222,3.05083,3.92331,9.65467,11.30363,6.10086,4.61315,18.428,11.19117,7.51667,3.97453,11.28667,6.63557,8.77333,5.32603,71.94444,0.57987,25.2631,25.2631,25.26318
sfsarp-8-4-1,12,2.66667,1.72567,1.45462,0.41667,0.58333,1.06462,0.83763,3.04775,1.52402,4.68319,1.99286,3.5785,1.40075,5.2645,2.18134,6.151,2.16271,5.56,2.21493,69.70833,0.58735,33.6897,33.6897,33.68967
sfsarp-8-4-2,12,2.66667,1.14125,1.31527,0.66667,0.33333,1.11362,0.94236,1.1965,1.8464,3.957,1.5897,4.3173,1.64992,5.2285,1.72053,5.42525,1.82544,5.29408,1.75864,47.54167,0.60813,29.6884,29.4795,29.68834
sfsarp-8-4-3,12,2.66667,2.19633,2.23693,0.66667,0.33333,2.3465,2.04956,1.896,2.54459,7.06037,6.10819,4.41047,4.40563,7.18812,2.38553,5.407,1.81626,6.59442,2.3661,52.29167,0.68337,32.3762,32.1356,32.37616
sfsarp-8-4-4,12,2.66667,1.8175,1.20384,0.5,0.5,1.20537,0.86342,3.04175,0.78009,2.09161,1.16431,5.67418,1.07348,6.171,1.67789,6.3545,1.23631,6.23217,1.54721,40.16667,0.69312,32.0838,28.3679,32.08377
sfsarp-8-4-5,12,2.66667,3.48442,5.16734,0.75,0.25,4.21737,6.05403,2.0185,1.89162,3.90007,5.06848,3.47218,1.40013,6.57138,3.64108,5.26475,0.81781,6.13583,3.07257,71.25,0.65205,41.7589,40.3775,41.75888
